node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
37,1,25887245710,0,52,159.5,79.5,147,79,172,80,7.999125,700.0,0.0
38,1,25836914057,0,134,207.91,79.619,173,79,255,80,8.215083,700.0,0.0
39,1,25836914057,0,168,104.5,83.5,63,83,146,84,8.255545,700.0,0.0
40,1,25887245710,0,52,159.5,83.5,147,83,172,84,7.995388,700.0,0.0
41,1,25836914057,0,166,214.0,83.5,173,83,255,84,8.251663,700.0,0.0
42,1,25836914057,0,168,104.5,87.5,63,87,146,88,8.253709,700.0,0.0
43,1,25887245710,0,52,159.5,87.5,147,87,172,88,7.993516,700.0,0.0
44,1,25836914057,0,134,207.91,87.619,173,87,255,88,8.209649,700.0,0.0
45,1,25836914057,0,168,104.5,91.5,63,91,146,92,8.253709,700.0,0.0
46,1,25887245710,0,52,159.5,91.5,147,91,172,92,7.993516,700.0,0.0
47,1,25836914057,0,134,207.91,91.381,173,91,255,92,8.209649,700.0,0.0
48,1,25836914057,0,168,104.5,95.5,63,95,146,96,8.255545,700.0,0.0
49,1,25887245710,0,52,159.5,95.5,147,95,172,96,7.995388,700.0,0.0
50,1,25836914057,0,102,198.0,95.5,173,95,223,96,8.146196,700.0,0.0
51,1,25836914057,0,168,104.5,99.5,63,99,146,100,8.259218,700.0,0.0
52,1,25887245710,0,52,159.5,99.5,147,99,172,100,7.999125,700.0,0.0
53,1,25836914057,0,134,207.91,99.381,173,99,255,100,8.215083,700.0,0.0
54,1,25836914057,0,168,104.5,103.5,63,103,146,104,8.264727,700.0,0.0
55,1,25887245710,0,52,159.5,103.5,147,103,172,104,8.004728,700.0,0.0
56,1,25836914057,0,134,207.91,103.381,173,103,255,104,8.220563,700.0,0.0
57,1,25836914057,0,168,104.5,107.5,63,107,146,108,8.27206,700.0,0.0
58,1,25887245710,0,52,159.5,107.5,147,107,172,108,8.012199,700.0,0.0
59,1,25836914057,0,102,198.0,107.5,173,107,223,108,8.162925,700.0,0.0
60,1,25836914057,0,168,104.5,111.5,63,111,146,112,8.281223,700.0,0.0
61,1,25887245710,0,52,159.5,111.5,147,111,172,112,8.021525,700.0,0.0
62,1,25836914057,0,134,207.91,111.381,173,111,255,112,8.237041,700.0,0.0
63,1,25836914057,0,168,104.5,115.5,63,115,146,116,8.292199,700.0,0.0
64,1,25887245710,0,52,159.5,115.5,147,115,172,116,8.0327,700.0,0.0
65,1,25836914057,0,102,198.0,115.5,173,115,223,116,8.18333,700.0,0.0
66,1,25836914057,0,168,104.5,119.5,63,119,146,120,8.304989,700.0,0.0
67,1,25887245710,0,52,159.5,119.5,147,119,172,120,8.045717,700.0,0.0
68,1,25836914057,0,74,191.0,119.5,173,119,209,120,8.162135,700.0,0.0
69,1,25987909012,0,10,212.0,119.5,210,119,214,120,8.168121,700.0,0.0
70,1,25836914057,0,50,232.12,119.18,215,119,255,120,8.407546,700.0,0.0
71,1,25836914057,0,168,104.5,123.5,63,123,146,124,8.319576,700.0,0.0
72,1,25887245710,0,52,159.5,123.5,147,123,172,124,8.060568,700.0,0.0
73,1,25836914057,0,134,207.91,123.381,173,123,255,124,8.275436,700.0,0.0
74,1,25836914057,0,168,104.5,127.5,63,127,146,128,8.335966,700.0,0.0
75,1,25887245710,0,52,159.5,127.5,147,127,172,128,8.077248,700.0,0.0
76,1,25836914057,0,102,198.0,127.5,173,127,223,128,8.227662,700.0,0.0
77,1,25836914057,0,168,104.5,131.5,63,131,146,132,8.354136,700.0,0.0
78,1,25887245710,0,52,159.5,131.5,147,131,172,132,8.09573,700.0,0.0
79,1,25836914057,0,102,198.0,131.5,173,131,223,132,8.246064,700.0,0.0
80,1,25836914057,0,168,104.5,135.5,63,135,146,136,8.374075,700.0,0.0
81,1,25887245710,0,52,159.5,135.5,147,135,172,136,8.116018,700.0,0.0
82,1,25836914057,0,102,198.0,135.5,173,135,223,136,8.266257,700.0,0.0
83,1,25836914057,0,168,104.5,139.5,63,139,146,140,8.395779,700.0,0.0
84,1,25887245710,0,52,159.5,139.5,147,139,172,140,8.138102,700.0,0.0
85,1,25836914057,0,134,207.91,139.381,173,139,255,140,8.351823,700.0,0.0
86,1,25836914057,0,322,143.0,143.5,63,143,223,144,8.35277,700.0,0.0
87,1,25836914057,0,353,151.975,147.453,63,147,255,148,8.397326,700.0,0.0
88,1,25836914057,0,348,152.69,151.454,65,151,254,152,8.419317,700.0,0.0
