node_id,anchor_id,object_id,projected_tile,projected_x,projected_y,object_centroid_projected_x,object_centroid_projected_y,radial_dist_from_object_centroid,radial_angle_from_object_centroid,nearest_anchor_kind,nearest_corner_dist,nearest_edge_dist,radial_offset_x,radial_offset_y,max_decision_risk,risk_at_0.00625,required_precision_estimate,convergence_class,local_maximum,persistent_mismatch_at_0.00625,threshold_snap_zone
139,geometry:25836914057:centroid,geometry:25836914057,2,152,82,160,90,11.31371,-2.356194,Centroid,-1.0,58.54913,0,0,2.253298,2.251343,0.003125,threshold_snap,no,yes,yes
140,geometry:25836914057:centroid,geometry:25836914057,2,148,86,160,90,12.64911,-2.819842,Centroid,-1.0,63.15061,-4,4,2.253298,2.253294,0.003125,threshold_snap,no,yes,yes
141,geometry:25836914057:centroid,geometry:25836914057,2,152,82,160,90,11.31371,-2.356194,Centroid,-1.0,58.54913,0,-16,2.253298,2.251343,0.003125,threshold_snap,no,yes,yes
142,geometry:25836914057:centroid,geometry:25836914057,2,148,86,160,90,12.64911,-2.819842,Centroid,-1.0,63.15061,-4,-4,2.253298,2.253294,0.003125,threshold_snap,no,yes,yes
143,geometry:25836914057:centroid,geometry:25836914057,2,152,82,160,90,11.31371,-2.356194,Centroid,-1.0,58.54913,0,-8,2.253298,2.251343,0.003125,threshold_snap,no,yes,yes
144,geometry:25836914057:centroid,geometry:25836914057,2,152,82,160,90,11.31371,-2.356194,Centroid,-1.0,58.54913,-8,8,2.253298,2.251343,0.003125,threshold_snap,no,yes,yes
145,geometry:25836914057:centroid,geometry:25836914057,2,149,95,160,90,12.08305,2.714965,Centroid,-1.0,61.0,-3,-3,2.253294,2.253294,0.003125,threshold_snap,no,yes,yes
146,geometry:25836914057:centroid,geometry:25836914057,2,176,58,160,90,35.77709,-1.107149,Centroid,-1.0,37.57659,16,-16,2.253294,2.252318,0.003125,threshold_snap,yes,yes,yes
147,geometry:25836914057:centroid,geometry:25836914057,2,160,114,160,90,24.0,1.570796,Centroid,-1.0,41.0,0,8,2.253294,2.253294,0.003125,threshold_snap,no,yes,yes
148,geometry:25836914057:centroid,geometry:25836914057,2,176,122,160,90,35.77709,1.107149,Centroid,-1.0,36.67424,16,16,2.253294,2.252318,0.003125,threshold_snap,yes,yes,yes
149,geometry:25836914057:centroid,geometry:25836914057,2,150,100,160,90,14.14214,2.356194,Centroid,-1.0,55.9017,6,-6,2.253293,2.253293,0.003125,threshold_snap,no,yes,yes
150,geometry:25836914057:centroid,geometry:25836914057,2,156,110,160,90,20.39608,1.768192,Centroid,-1.0,45.17743,-4,4,2.253292,2.253281,0.003125,threshold_snap,no,yes,yes
151,geometry:25836914057:centroid,geometry:25836914057,2,150,80,160,90,14.14214,-2.356194,Centroid,-1.0,56.88585,6,6,2.253291,2.253291,0.003125,threshold_snap,no,yes,yes
152,geometry:25836914057:centroid,geometry:25836914057,2,149,85,160,90,12.08305,-2.714965,Centroid,-1.0,61.98387,-3,3,2.253291,2.252317,0.003125,threshold_snap,no,yes,yes
153,geometry:25836914057:centroid,geometry:25836914057,2,148,82,160,90,14.4222,-2.55359,Centroid,-1.0,59.22837,-4,0,2.25329,2.25329,0.003125,threshold_snap,no,yes,yes
154,geometry:25836914057:centroid,geometry:25836914057,2,152,78,160,90,14.4222,-2.158799,Centroid,-1.0,54.58937,0,-4,2.253287,2.252315,0.003125,threshold_snap,no,yes,yes
155,geometry:25836914057:centroid,geometry:25836914057,2,160,70,160,90,20.0,-1.570796,Centroid,-1.0,46.0,0,-4,2.253285,2.251339,0.003125,threshold_snap,yes,yes,yes
156,geometry:25836914057:centroid,geometry:25836914057,2,156,106,160,90,16.49242,1.815775,Centroid,-1.0,49.16299,-4,0,2.253284,2.252314,0.003125,threshold_snap,no,yes,yes
157,geometry:25836914057:centroid,geometry:25836914057,2,152,102,160,90,14.4222,2.158799,Centroid,-1.0,53.60037,0,4,2.253283,2.252301,0.003125,threshold_snap,no,yes,yes
158,geometry:25836914057:centroid,geometry:25836914057,2,160,66,160,90,24.0,-1.570796,Centroid,-1.0,42.0,0,-8,2.253283,2.253277,0.003125,threshold_snap,no,yes,yes
159,geometry:25836914057:centroid,geometry:25836914057,2,156,74,160,90,16.49242,-1.815775,Centroid,-1.0,50.15974,-4,0,2.253282,2.252315,0.003125,threshold_snap,no,yes,yes
160,geometry:25836914057:centroid,geometry:25836914057,2,152,98,160,90,11.31371,2.356194,Centroid,-1.0,57.55867,-8,8,2.25328,2.252301,0.003125,threshold_snap,no,yes,yes
161,geometry:25836914057:centroid,geometry:25836914057,2,152,98,160,90,11.31371,2.356194,Centroid,-1.0,57.55867,8,-8,2.25328,2.252301,0.003125,threshold_snap,no,yes,yes
162,geometry:25836914057:centroid,geometry:25836914057,2,152,98,160,90,11.31371,2.356194,Centroid,-1.0,57.55867,8,8,2.25328,2.252301,0.003125,threshold_snap,no,yes,yes
163,geometry:25836914057:centroid,geometry:25836914057,2,152,98,160,90,11.31371,2.356194,Centroid,-1.0,57.55867,0,16,2.25328,2.252301,0.003125,threshold_snap,no,yes,yes
164,geometry:25836914057:centroid,geometry:25836914057,2,152,98,160,90,11.31371,2.356194,Centroid,-1.0,57.55867,0,0,2.25328,2.252301,0.003125,threshold_snap,no,yes,yes
165,geometry:25836914057:centroid,geometry:25836914057,2,152,94,160,90,8.944272,2.677945,Centroid,-1.0,61.52235,0,-4,2.25328,2.251325,0.003125,threshold_snap,no,yes,yes
166,geometry:25836914057:centroid,geometry:25836914057,2,152,94,160,90,8.944272,2.677945,Centroid,-1.0,61.52235,0,4,2.25328,2.251325,0.003125,threshold_snap,no,yes,yes
167,geometry:25836914057:centroid,geometry:25836914057,2,152,98,160,90,11.31371,2.356194,Centroid,-1.0,57.55867,0,8,2.25328,2.252301,0.003125,threshold_snap,no,yes,yes
168,geometry:25836914057:centroid,geometry:25836914057,2,152,98,160,90,11.31371,2.356194,Centroid,-1.0,57.55867,-8,-8,2.25328,2.252301,0.003125,threshold_snap,no,yes,yes
169,geometry:25836914057:centroid,geometry:25836914057,2,152,74,160,90,17.88854,-2.034444,Centroid,-1.0,50.63596,8,0,2.253277,2.253277,0.003125,threshold_snap,no,yes,yes
170,geometry:25836914057:centroid,geometry:25836914057,2,152,74,160,90,17.88854,-2.034444,Centroid,-1.0,50.63596,0,-8,2.253277,2.253277,0.003125,threshold_snap,no,yes,yes
171,geometry:25836914057:centroid,geometry:25836914057,2,152,74,160,90,17.88854,-2.034444,Centroid,-1.0,50.63596,0,-16,2.253277,2.253277,0.003125,threshold_snap,no,yes,yes
172,geometry:25836914057:centroid,geometry:25836914057,2,156,70,160,90,20.39608,-1.768192,Centroid,-1.0,46.17358,-4,-4,2.253277,2.253277,0.003125,threshold_snap,no,yes,yes
173,geometry:25836914057:centroid,geometry:25836914057,2,152,74,160,90,17.88854,-2.034444,Centroid,-1.0,50.63596,-8,0,2.253277,2.253277,0.003125,threshold_snap,no,yes,yes
174,geometry:25836914057:centroid,geometry:25836914057,2,152,90,160,90,8.0,3.141593,Centroid,-1.0,65.49046,-8,0,2.25136,2.25136,0.003125,threshold_snap,no,yes,yes
175,geometry:25836914057:centroid,geometry:25836914057,2,152,90,160,90,8.0,3.141593,Centroid,-1.0,65.49046,8,0,2.25136,2.25136,0.003125,threshold_snap,no,yes,yes
176,geometry:25836914057:centroid,geometry:25836914057,2,152,90,160,90,8.0,3.141593,Centroid,-1.0,65.49046,0,8,2.25136,2.25136,0.003125,threshold_snap,no,yes,yes
177,geometry:25836914057:centroid,geometry:25836914057,2,152,90,160,90,8.0,3.141593,Centroid,-1.0,65.49046,0,-8,2.25136,2.25136,0.003125,threshold_snap,no,yes,yes
178,geometry:25836914057:centroid,geometry:25836914057,2,152,90,160,90,8.0,3.141593,Centroid,-1.0,65.49046,0,0,2.25136,2.25136,0.003125,threshold_snap,no,yes,yes
179,geometry:25836914057:centroid,geometry:25836914057,2,164,110,160,90,20.39608,1.373401,Centroid,-1.0,45.17743,4,4,2.251359,2.250384,0.003125,threshold_snap,no,yes,yes
180,geometry:25836914057:centroid,geometry:25836914057,2,160,74,160,90,16.0,-1.570796,Centroid,-1.0,50.0,0,-16,2.251358,2.25037,0.003125,threshold_snap,no,yes,yes
181,geometry:25836914057:centroid,geometry:25836914057,2,160,74,160,90,16.0,-1.570796,Centroid,-1.0,50.0,16,0,2.251358,2.25037,0.003125,threshold_snap,no,yes,yes
182,geometry:25836914057:centroid,geometry:25836914057,2,160,74,160,90,16.0,-1.570796,Centroid,-1.0,50.0,16,-16,2.251358,2.25037,0.003125,threshold_snap,no,yes,yes
183,geometry:25836914057:centroid,geometry:25836914057,2,160,74,160,90,16.0,-1.570796,Centroid,-1.0,50.0,8,-8,2.251358,2.25037,0.003125,threshold_snap,no,yes,yes
184,geometry:25836914057:centroid,geometry:25836914057,2,160,74,160,90,16.0,-1.570796,Centroid,-1.0,50.0,0,0,2.251358,2.25037,0.003125,threshold_snap,no,yes,yes
185,geometry:25836914057:centroid,geometry:25836914057,2,156,82,160,90,8.944272,-2.034444,Centroid,-1.0,58.13777,4,0,2.251357,2.250383,0.003125,threshold_snap,no,yes,yes
186,geometry:25836914057:centroid,geometry:25836914057,2,152,86,160,90,8.944272,-2.677945,Centroid,-1.0,62.514,0,4,2.251356,2.251356,0.003125,threshold_snap,no,yes,yes
187,geometry:25836914057:centroid,geometry:25836914057,2,168,66,160,90,25.29822,-1.249046,Centroid,-1.0,42.75512,16,-16,2.251356,2.250382,0.003125,threshold_snap,no,yes,yes
188,geometry:25836914057:centroid,geometry:25836914057,2,152,86,160,90,8.944272,-2.677945,Centroid,-1.0,62.514,0,-4,2.251356,2.251356,0.003125,threshold_snap,no,yes,yes
189,geometry:25836914057:centroid,geometry:25836914057,2,168,66,160,90,25.29822,-1.249046,Centroid,-1.0,42.75512,8,-8,2.251356,2.250382,0.003125,threshold_snap,no,yes,yes
190,geometry:25836914057:centroid,geometry:25836914057,2,160,106,160,90,16.0,1.570796,Centroid,-1.0,49.0,0,16,2.251355,2.25037,0.003125,threshold_snap,no,yes,yes
191,geometry:25836914057:centroid,geometry:25836914057,2,160,106,160,90,16.0,1.570796,Centroid,-1.0,49.0,16,0,2.251355,2.25037,0.003125,threshold_snap,no,yes,yes
192,geometry:25836914057:centroid,geometry:25836914057,2,160,106,160,90,16.0,1.570796,Centroid,-1.0,49.0,16,16,2.251355,2.25037,0.003125,threshold_snap,no,yes,yes
193,geometry:25836914057:centroid,geometry:25836914057,2,156,78,160,90,12.64911,-1.892547,Centroid,-1.0,54.14795,4,-4,2.251355,2.251346,0.003125,threshold_snap,no,yes,yes
194,geometry:25836914057:centroid,geometry:25836914057,2,160,106,160,90,16.0,1.570796,Centroid,-1.0,49.0,8,8,2.251355,2.25037,0.003125,threshold_snap,no,yes,yes
195,geometry:25836914057:centroid,geometry:25836914057,2,156,78,160,90,12.64911,-1.892547,Centroid,-1.0,54.14795,-4,4,2.251355,2.251346,0.003125,threshold_snap,no,yes,yes
196,geometry:25836914057:centroid,geometry:25836914057,2,160,106,160,90,16.0,1.570796,Centroid,-1.0,49.0,0,0,2.251355,2.25037,0.003125,threshold_snap,no,yes,yes
197,geometry:25836914057:centroid,geometry:25836914057,2,163,71,160,90,19.23538,-1.414194,Centroid,-1.0,47.09565,11,-11,2.251346,2.250367,0.003125,threshold_snap,no,yes,yes
198,geometry:25836914057:centroid,geometry:25836914057,2,164,70,160,90,20.39608,-1.373401,Centroid,-1.0,46.17358,4,-4,2.251344,2.250379,0.003125,threshold_snap,no,yes,yes
199,geometry:25836914057:centroid,geometry:25836914057,2,155,79,160,90,12.08305,-1.997424,Centroid,-1.0,55.22681,3,-3,2.251342,2.251342,0.003125,threshold_snap,no,yes,yes
200,geometry:25836914057:centroid,geometry:25836914057,2,158,104,160,90,14.14214,1.712693,Centroid,-1.0,51.0392,6,6,2.251342,2.250366,0.003125,threshold_snap,no,yes,yes
201,geometry:25836914057:centroid,geometry:25836914057,2,155,101,160,90,12.08305,1.997424,Centroid,-1.0,54.23099,3,3,2.251341,2.251341,0.003125,threshold_snap,no,yes,yes
202,geometry:25836914057:centroid,geometry:25836914057,2,156,102,160,90,12.64911,1.892547,Centroid,-1.0,53.15073,4,4,2.251339,2.251339,0.003125,threshold_snap,no,yes,yes
203,geometry:25836914057:centroid,geometry:25836914057,2,156,102,160,90,12.64911,1.892547,Centroid,-1.0,53.15073,-4,-4,2.251339,2.251339,0.003125,threshold_snap,no,yes,yes
204,geometry:25836914057:centroid,geometry:25836914057,2,155,95,160,90,7.071068,2.356194,Centroid,-1.0,60.20797,11,-11,2.251338,2.250352,0.003125,threshold_snap,no,yes,yes
205,geometry:25836914057:centroid,geometry:25836914057,2,158,76,160,90,14.14214,-1.712693,Centroid,-1.0,52.03845,6,-6,2.251338,2.250352,0.003125,threshold_snap,no,yes,yes
206,geometry:25836914057:centroid,geometry:25836914057,2,156,98,160,90,8.944272,2.034444,Centroid,-1.0,57.14018,4,0,2.251338,2.250365,0.003125,threshold_snap,no,yes,yes
207,geometry:25836914057:centroid,geometry:25836914057,2,155,95,160,90,7.071068,2.356194,Centroid,-1.0,60.20797,3,-3,2.251338,2.250352,0.003125,threshold_snap,no,yes,yes
208,geometry:25836914057:centroid,geometry:25836914057,2,155,85,160,90,7.071068,-2.356194,Centroid,-1.0,61.20457,11,11,2.251337,2.250351,0.003125,threshold_snap,no,yes,yes
209,geometry:25836914057:centroid,geometry:25836914057,2,155,85,160,90,7.071068,-2.356194,Centroid,-1.0,61.20457,3,3,2.251337,2.250351,0.003125,threshold_snap,no,yes,yes
210,geometry:25836914057:centroid,geometry:25836914057,2,168,114,160,90,25.29822,1.249046,Centroid,-1.0,41.7732,16,16,2.251329,2.250362,0.003125,threshold_snap,no,yes,yes
211,geometry:25836914057:centroid,geometry:25836914057,2,168,114,160,90,25.29822,1.249046,Centroid,-1.0,41.7732,8,8,2.251329,2.250362,0.003125,threshold_snap,no,yes,yes
212,geometry:25836914057:centroid,geometry:25836914057,2,163,109,160,90,19.23538,1.414194,Centroid,-1.0,46.09772,11,11,2.251325,2.250348,0.003125,threshold_snap,no,yes,yes
213,geometry:25836914057:centroid,geometry:25836914057,2,160,102,160,90,12.0,1.570796,Centroid,-1.0,53.0,0,-4,2.250968,2.249394,0.003125,threshold_snap,no,yes,yes
214,geometry:25836914057:centroid,geometry:25836914057,2,156,90,160,90,4.0,3.141593,Centroid,-1.0,65.12296,-4,0,2.250943,2.249386,0.003125,threshold_snap,no,yes,yes
215,geometry:25836914057:centroid,geometry:25836914057,2,156,90,160,90,4.0,3.141593,Centroid,-1.0,65.12296,4,0,2.250943,2.249386,0.003125,threshold_snap,no,yes,yes
216,geometry:25836914057:centroid,geometry:25836914057,2,156,86,160,90,5.656854,-2.356194,Centroid,-1.0,62.1289,-4,-4,2.250941,2.249375,0.003125,threshold_snap,no,yes,yes
217,geometry:25836914057:centroid,geometry:25836914057,2,156,86,160,90,5.656854,-2.356194,Centroid,-1.0,62.1289,4,4,2.250941,2.249375,0.003125,threshold_snap,no,yes,yes
218,geometry:25836914057:centroid,geometry:25836914057,2,156,86,160,90,5.656854,-2.356194,Centroid,-1.0,62.1289,4,-4,2.250941,2.249375,0.003125,threshold_snap,no,yes,yes
219,geometry:25836914057:centroid,geometry:25836914057,2,164,106,160,90,16.49242,1.325818,Centroid,-1.0,49.16299,4,0,2.250941,2.249372,0.003125,threshold_snap,no,yes,yes
220,geometry:25836914057:centroid,geometry:25836914057,2,156,94,160,90,5.656854,2.356194,Centroid,-1.0,61.13101,-4,4,2.250939,2.249389,0.003125,threshold_snap,no,yes,yes
221,geometry:25836914057:centroid,geometry:25836914057,2,156,94,160,90,5.656854,2.356194,Centroid,-1.0,61.13101,4,-4,2.250939,2.249389,0.003125,threshold_snap,no,yes,yes
222,geometry:25836914057:centroid,geometry:25836914057,2,156,94,160,90,5.656854,2.356194,Centroid,-1.0,61.13101,4,4,2.250939,2.249389,0.003125,threshold_snap,no,yes,yes
223,geometry:25836914057:centroid,geometry:25836914057,2,160,78,160,90,12.0,-1.570796,Centroid,-1.0,54.0,0,4,2.250938,2.249372,0.003125,threshold_snap,no,yes,yes
224,geometry:25836914057:centroid,geometry:25836914057,2,160,90,160,90,0.0,0.0,Centroid,-1.0,65.0,0,0,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
225,geometry:25836914057:centroid,geometry:25836914057,2,159,90,160,90,1.0,3.141593,Centroid,-1.0,65.00769,-1,0,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
226,geometry:25836914057:centroid,geometry:25836914057,2,160,89,160,90,1.0,-1.570796,Centroid,-1.0,65.0,0,-1,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
227,geometry:25836914057:centroid,geometry:25836914057,2,159,89,160,90,1.414214,-2.356194,Centroid,-1.0,65.00769,-1,-1,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
228,geometry:25836914057:centroid,geometry:25836914057,2,160,90,160,90,0.0,0.0,Centroid,-1.0,65.0,16,-16,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
229,geometry:25836914057:centroid,geometry:25836914057,2,160,90,160,90,0.0,0.0,Centroid,-1.0,65.0,16,16,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
230,geometry:25836914057:centroid,geometry:25836914057,2,160,90,160,90,0.0,0.0,Centroid,-1.0,65.0,16,0,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
231,geometry:25836914057:centroid,geometry:25836914057,2,160,90,160,90,0.0,0.0,Centroid,-1.0,65.0,8,8,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
232,geometry:25836914057:centroid,geometry:25836914057,2,160,90,160,90,0.0,0.0,Centroid,-1.0,65.0,8,-8,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
233,geometry:25836914057:centroid,geometry:25836914057,2,160,90,160,90,0.0,0.0,Centroid,-1.0,65.0,8,0,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
234,geometry:25836914057:centroid,geometry:25836914057,2,160,90,160,90,0.0,0.0,Centroid,-1.0,65.0,0,16,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
235,geometry:25836914057:centroid,geometry:25836914057,2,160,90,160,90,0.0,0.0,Centroid,-1.0,65.0,0,-16,2.249403,2.248417,0.003125,threshold_snap,no,yes,yes
236,geometry:25836914057:centroid,geometry:25836914057,2,158,90,160,90,2.0,3.141593,Centroid,-1.0,65.03076,-2,0,2.249394,2.248415,0.003125,threshold_snap,no,yes,yes
237,geometry:25836914057:centroid,geometry:25836914057,2,160,94,160,90,4.0,1.570796,Centroid,-1.0,61.0,0,4,2.249392,2.248427,0.003125,threshold_snap,no,yes,yes
238,geometry:25836914057:centroid,geometry:25836914057,2,160,98,160,90,8.0,1.570796,Centroid,-1.0,57.0,0,8,2.249392,2.248427,0.003125,threshold_snap,no,yes,yes
239,geometry:25836914057:centroid,geometry:25836914057,2,160,98,160,90,8.0,1.570796,Centroid,-1.0,57.0,8,0,2.249392,2.248427,0.003125,threshold_snap,no,yes,yes
240,geometry:25836914057:centroid,geometry:25836914057,2,160,98,160,90,8.0,1.570796,Centroid,-1.0,57.0,8,8,2.249392,2.248427,0.003125,threshold_snap,no,yes,yes
241,geometry:25836914057:centroid,geometry:25836914057,2,160,98,160,90,8.0,1.570796,Centroid,-1.0,57.0,0,-8,2.249392,2.248427,0.003125,threshold_snap,no,yes,yes
242,geometry:25836914057:centroid,geometry:25836914057,2,160,91,160,90,1.0,1.570796,Centroid,-1.0,64.0,0,1,2.24939,2.248414,0.003125,threshold_snap,no,yes,yes
243,geometry:25836914057:centroid,geometry:25836914057,2,159,91,160,90,1.414214,2.356194,Centroid,-1.0,64.00781,-1,1,2.24939,2.248414,0.003125,threshold_snap,no,yes,yes
244,geometry:25836914057:centroid,geometry:25836914057,2,160,88,160,90,2.0,-1.570796,Centroid,-1.0,64.0,0,-2,2.24939,2.248414,0.003125,threshold_snap,no,yes,yes
245,geometry:25836914057:centroid,geometry:25836914057,2,160,86,160,90,4.0,-1.570796,Centroid,-1.0,62.0,0,-4,2.24939,2.248414,0.003125,threshold_snap,no,yes,yes
246,geometry:25836914057:centroid,geometry:25836914057,2,158,88,160,90,2.828427,-2.356194,Centroid,-1.0,64.03124,-2,-2,2.249387,2.248413,0.003125,threshold_snap,no,yes,yes
247,geometry:25836914057:centroid,geometry:25836914057,2,158,88,160,90,2.828427,-2.356194,Centroid,-1.0,64.03124,6,6,2.249387,2.248413,0.003125,threshold_snap,no,yes,yes
248,geometry:25836914057:centroid,geometry:25836914057,2,164,74,160,90,16.49242,-1.325818,Centroid,-1.0,50.15974,4,0,2.249376,2.248397,0.003125,threshold_snap,no,yes,yes
249,geometry:25836914057:centroid,geometry:25836914057,2,164,102,160,90,12.64911,1.249046,Centroid,-1.0,53.15073,4,-4,2.249376,2.248397,0.003125,threshold_snap,no,yes,yes
250,geometry:25836914057:centroid,geometry:25836914057,2,160,92,160,90,2.0,1.570796,Centroid,-1.0,63.0,0,2,2.249375,2.248397,0.003125,threshold_snap,no,yes,yes
251,geometry:25836914057:centroid,geometry:25836914057,2,160,82,160,90,8.0,-1.570796,Centroid,-1.0,58.0,0,-8,2.249375,2.24841,0.003125,threshold_snap,no,yes,yes
252,geometry:25836914057:centroid,geometry:25836914057,2,160,82,160,90,8.0,-1.570796,Centroid,-1.0,58.0,8,0,2.249375,2.24841,0.003125,threshold_snap,no,yes,yes
253,geometry:25836914057:centroid,geometry:25836914057,2,160,82,160,90,8.0,-1.570796,Centroid,-1.0,58.0,8,-8,2.249375,2.24841,0.003125,threshold_snap,no,yes,yes
254,geometry:25836914057:centroid,geometry:25836914057,2,160,82,160,90,8.0,-1.570796,Centroid,-1.0,58.0,0,8,2.249375,2.24841,0.003125,threshold_snap,no,yes,yes
255,geometry:25836914057:centroid,geometry:25836914057,2,158,92,160,90,2.828427,2.356194,Centroid,-1.0,63.03174,-2,2,2.249373,2.249372,0.003125,threshold_snap,no,yes,yes
256,geometry:25836914057:centroid,geometry:25836914057,2,158,92,160,90,2.828427,2.356194,Centroid,-1.0,63.03174,6,-6,2.249373,2.249372,0.003125,threshold_snap,no,yes,yes
257,geometry:25836914057:centroid,geometry:25836914057,2,163,87,160,90,4.24264,-0.785398,Centroid,-1.0,63.07139,11,-11,2.248625,2.247442,0.003125,threshold_snap,no,yes,yes
258,geometry:25836914057:centroid,geometry:25836914057,2,162,92,160,90,2.828427,0.785398,Centroid,-1.0,63.03174,2,2,2.248623,2.247455,0.003125,threshold_snap,no,yes,yes
259,geometry:25836914057:centroid,geometry:25836914057,2,164,86,160,90,5.656854,-0.785398,Centroid,-1.0,62.1289,4,-4,2.248621,2.246479,0.003125,threshold_snap,no,yes,yes
260,geometry:25836914057:centroid,geometry:25836914057,2,161,90,160,90,1.0,0.0,Centroid,-1.0,65.00769,1,0,2.248616,2.247439,0.003125,threshold_snap,no,yes,yes
261,geometry:25836914057:centroid,geometry:25836914057,2,161,89,160,90,1.414214,-0.785398,Centroid,-1.0,65.00769,1,-1,2.248616,2.247439,0.003125,threshold_snap,no,yes,yes
262,geometry:25836914057:centroid,geometry:25836914057,2,168,74,160,90,17.88854,-1.107149,Centroid,-1.0,50.63596,16,-16,2.248616,2.247438,0.003125,threshold_snap,no,yes,yes
263,geometry:25836914057:centroid,geometry:25836914057,2,168,74,160,90,17.88854,-1.107149,Centroid,-1.0,50.63596,8,0,2.248616,2.247438,0.003125,threshold_snap,no,yes,yes
264,geometry:25836914057:centroid,geometry:25836914057,2,162,90,160,90,2.0,0.0,Centroid,-1.0,65.03076,2,0,2.248612,2.247438,0.003125,threshold_snap,no,yes,yes
265,geometry:25836914057:centroid,geometry:25836914057,2,168,106,160,90,17.88854,1.107149,Centroid,-1.0,49.64877,16,16,2.248605,2.247438,0.003125,threshold_snap,no,yes,yes
266,geometry:25836914057:centroid,geometry:25836914057,2,164,78,160,90,12.64911,-1.249046,Centroid,-1.0,54.14795,4,4,2.248605,2.247437,0.003125,threshold_snap,no,yes,yes
267,geometry:25836914057:centroid,geometry:25836914057,2,168,106,160,90,17.88854,1.107149,Centroid,-1.0,49.64877,8,0,2.248605,2.247438,0.003125,threshold_snap,no,yes,yes
268,geometry:25836914057:centroid,geometry:25836914057,2,161,91,160,90,1.414214,0.785398,Centroid,-1.0,64.00781,1,1,2.2486,2.247437,0.003125,threshold_snap,no,yes,yes
269,geometry:25836914057:centroid,geometry:25836914057,2,162,88,160,90,2.828427,-0.785398,Centroid,-1.0,64.03124,2,-2,2.2486,2.247433,0.003125,threshold_snap,no,yes,yes
270,geometry:25836914057:centroid,geometry:25836914057,2,163,93,160,90,4.24264,0.785398,Centroid,-1.0,62.07254,11,11,2.248598,2.247423,0.003125,threshold_snap,no,yes,yes
271,geometry:25836914057:centroid,geometry:25836914057,2,164,94,160,90,5.656854,0.785398,Centroid,-1.0,61.13101,4,4,2.248597,2.246447,0.003125,threshold_snap,no,yes,yes
272,geometry:25836914057:centroid,geometry:25836914057,2,164,90,160,90,4.0,0.0,Centroid,-1.0,65.12296,4,0,2.247421,2.246444,0.003125,threshold_snap,no,yes,yes
273,geometry:25836914057:centroid,geometry:25836914057,2,168,98,160,90,11.31371,0.785398,Centroid,-1.0,57.55867,8,8,2.246276,2.245486,0.003125,threshold_snap,no,yes,yes
274,geometry:25836914057:centroid,geometry:25836914057,2,168,98,160,90,11.31371,0.785398,Centroid,-1.0,57.55867,16,16,2.246276,2.245486,0.003125,threshold_snap,no,yes,yes
275,geometry:25836914057:centroid,geometry:25836914057,2,168,98,160,90,11.31371,0.785398,Centroid,-1.0,57.55867,16,0,2.246276,2.245486,0.003125,threshold_snap,no,yes,yes
276,geometry:25836914057:centroid,geometry:25836914057,2,168,98,160,90,11.31371,0.785398,Centroid,-1.0,57.55867,8,-8,2.246276,2.245486,0.003125,threshold_snap,no,yes,yes
277,geometry:25836914057:centroid,geometry:25836914057,2,176,74,160,90,22.62742,-0.785398,Centroid,-1.0,52.49762,16,-16,2.246269,2.245486,0.003125,threshold_snap,no,yes,yes
278,geometry:25836914057:centroid,geometry:25836914057,2,176,74,160,90,22.62742,-0.785398,Centroid,-1.0,52.49762,16,0,2.246269,2.245486,0.003125,threshold_snap,no,yes,yes
279,geometry:25836914057:centroid,geometry:25836914057,2,168,90,160,90,8.0,0.0,Centroid,-1.0,65.49046,8,0,2.246266,2.245486,0.003125,threshold_snap,no,yes,yes
280,geometry:25836914057:centroid,geometry:25836914057,2,168,90,160,90,8.0,0.0,Centroid,-1.0,65.49046,16,0,2.246266,2.245486,0.003125,threshold_snap,no,yes,yes
281,geometry:25836914057:centroid,geometry:25836914057,2,176,106,160,90,22.62742,0.785398,Centroid,-1.0,51.5461,16,16,2.24626,2.245486,0.003125,threshold_snap,no,yes,yes
282,geometry:25836914057:centroid,geometry:25836914057,2,176,106,160,90,22.62742,0.785398,Centroid,-1.0,51.5461,16,0,2.24626,2.245486,0.003125,threshold_snap,no,yes,yes
283,geometry:25836914057:centroid,geometry:25836914057,2,168,82,160,90,11.31371,-0.785398,Centroid,-1.0,58.54913,8,-8,2.246256,2.245469,0.003125,threshold_snap,no,yes,yes
284,geometry:25836914057:centroid,geometry:25836914057,2,168,82,160,90,11.31371,-0.785398,Centroid,-1.0,58.54913,16,0,2.246256,2.245469,0.003125,threshold_snap,no,yes,yes
285,geometry:25836914057:centroid,geometry:25836914057,2,168,82,160,90,11.31371,-0.785398,Centroid,-1.0,58.54913,16,-16,2.246256,2.245469,0.003125,threshold_snap,no,yes,yes
286,geometry:25836914057:centroid,geometry:25836914057,2,168,82,160,90,11.31371,-0.785398,Centroid,-1.0,58.54913,8,8,2.246256,2.245469,0.003125,threshold_snap,no,yes,yes
